"TailNum","totalDistance"
"N783NC","610"
"N779AU","610"
"N851AS","609"
"N779NC","609"
"N465A1","607"
"N641DL","607"
"N51","607"
"N504AA","606"
"N2DGAA","606"
"N852UA","606"
"N7299U","606"
"N9038U","606"
"N351UA","606"
"N994DL","606"
"N711HK","605"
"N19554","605"
"N639","605"
"N397","605"
"N14993","605"
"N957AS","605"
"N607AS","605"
"N625AS","605"
"N670MQ","604"
"N841AE","604"
"N932DL","604"
"N341US","603"
"N2DCAA","603"
"N174AW","602"
"N169AW","601"
"N672AW","601"
"N158AW","601"
"N282WA","601"
"N900AE","599"
"N352UA","599"
"N483DA","599"
"N644AE","599"
"N614AE","599"
"N83","599"
"N426UA","599"
"N722","599"
"N355UA","599"
"N411AA","597"
"N7453U","595"
"N3CYAA","595"
"N3CLAA","595"
"N177DZ","595"
"N3CNAA","595"
"N863AA","595"
"N293US","594"
"N408SW","592"
"N309AT","590"
"N2809W","590"
"N521AU","590"
"N849UA","590"
"N3739","590"
"N434US","590"
"N646AE","589"
"N523CA","589"
"N643MQ","589"
"N963CA","589"
"N658UA","589"
"N3765","588"
"N447","588"
"N319","588"
"N635BR","588"
"86729E","587"
"N233SW","587"
"N607SW","585"
"N417AA","585"
"N916DL","585"
"N927SW","585"
"N978UA","584"
"N837MH","581"
"N782NC","581"
"N971AT","581"
"N831MH","581"
"N827MH","581"
"N608NW","578"
"N610AE","577"
"-N611D","576"
"N652DL","576"
"N697DL","576"
"N32626","576"
"N24041","575"
"N4WFAA","575"
"N457SW","574"
"N921UA","573"
"N256AU","573"
"N295UX","571"
"N694","571"
"N888AU","571"
"N545DA","569"
"N640","569"
"N927D1","569"
"N641SW","569"
"N12322","569"
"N356","569"
"N291AA","569"
"N649AS","569"
"N445AA","569"
"N14233","568"
"N386SW","564"
"N919SW","563"
"N14358","563"
"N498AA","562"
"N316","562"
"N36915","562"
"N608SW","561"
"N702","560"
"N640DL","558"
"N2310","558"
"N326DL","555"
"N910DE","555"
"N925EV","555"
"N933CA","555"
"80319E","554"
"N14568","554"
"N965VJ","553"
"N992Z","553"
"N404A1","551"
"N991Z","551"
"N2DHAA","551"
"N409TW","551"
"N2CBAA","551"
"N929L","551"
"N418AA","551"
"N649SW","550"
"N797AS","550"
"N778","550"
"N966AS","550"
"N306N2","548"
"N768N3","548"
"N980DL","547"
"N937DL","547"
"N903DL","547"
"N900DE","547"
"N533DA","546"
"N521SW","546"
"N143D1","545"
"N119DL","545"
"N184AT","545"
"N114UW","544"
"N352US","544"
"N987VJ","544"
"N404","543"
"N916UA","541"
"N971SW","541"
"N340CA","539"
"N747AS","539"
"N788AS","539"
"N95S","534"
"N457WN","534"
"N936FR","533"
"N395UA","533"
"N921FR","533"
"N537DA","533"
"N3750D","533"
"N657BR","533"
"N899US","532"
"N910EV","532"
"N283WA","532"
"N595SW","532"
"N229US","529"
"N893US","529"
"N375US","529"
"N14543","529"
"N626AU","529"
"N16999","529"
"N9336","528"
"N505US","528"
"N347NW","528"
"N607NW","528"
"N996UA","528"
"N774NC","528"
"N509US","528"
"N245WA","526"
"N373US","526"
"N476US","526"
"N900D5","526"
"N647DL","524"
"N2CNAA","522"
"N309WA","521"
"N407SW","521"
"N682","520"
"N808US","516"
"N2816W","516"
"N416","515"
"N77278","515"
"N946DL","515"
"N952CA","515"
"N893AT","515"
"N612DL","515"
"N909DE","515"
"N629DL","515"
"N515MJ","513"
"N697SW","509"
"N812US","508"
"N623AU","508"
"88699E","508"
"N612","507"
"N906DA","507"
"N983US","505"
"N914CA","505"
"N359NW","503"
"N740AS","503"
"N951SW","501"
"N363NB","501"
"N406DA","501"
"N537US","501"
"N719MQ","501"
"N3324L","500"
"N656US","496"
"N606AU","496"
"N510AU","496"
"N72830","495"
"N370SW","495"
"N52616","495"
"N661SW","495"
"N466SW","493"
"N303WA","493"
"N33182","493"
"N303","491"
"N89345","491"
"N685AE","491"
"NR82AA","488"
"N752NW","488"
"N70542","487"
"N54352","487"
"N755NW","487"
"N653","487"
"N33785","487"
"N617","487"
"N8891Z","487"
"N501","484"
"N980UA","483"
"N909SW","483"
"N528CA","483"
"N962TW","483"
"N957CA","483"
"N958DL","481"
"N935AT","481"
"N2820W","481"
"-N964D","481"
"N511SW","480"
"N628SW","480"
"N399","479"
"N8912E","479"
"N349SW","479"
"N323AW","478"
"N669SW","478"
"-N736M","478"
"N358","476"
"N9022U","475"
"N934EV","475"
"N636AE","475"
"N864US","474"
"N258JB","474"
"N592AA","473"
"N550AA","473"
"N688AE","473"
"N596AA","473"
"N500AE","473"
"N513MJ","473"
"N807FR","472"
"N950UA","472"
"N640AS","471"
"N14952","469"
"N8986E","469"
"N11526","469"
"N535AA","468"
"N778NC","467"
"N709BR","466"
"N629AW","462"
"N9006U","462"
"N4WXAA","462"
"N9027U","462"
"N77302","462"
"-N715M","461"
"N410SW","461"
"N627AE","461"
"N489AA","460"
"88289E","460"
"N457AA","460"
"N731AA","460"
"N420WN","460"
"N2BGAA","460"
"N963DL","457"
"N958N","457"
"N8908E","457"
"N89S","456"
"N8932E","456"
"N965SW","455"
"N8909E","455"
"N986VJ","454"
"N804MQ","454"
"N379DL","453"
"N299US","453"
"N942DL","453"
"N411DA","453"
"N672","452"
"N928SW","451"
"N959SW","451"
"N13914","450"
"N417EA","449"
"N621NW","449"
"N9334","449"
"N514CA","449"
"N2829W","448"
"N717UW","448"
"N246AY","448"
"N620AU","448"
"N248AA","448"
"N645","448"
"N302UA","447"
"N367UA","447"
"N619","447"
"N310UA","447"
"N13988","446"
"N736SA","446"
"N46625","446"
"N678AA","446"
"-N647D","446"
"N705EV","445"
"N672DL","445"
"N215","443"
"89449E","442"
"N604SW","441"
"N4UEAA","440"
"N813AE","438"
"N13964","438"
"N94","437"
"N882US","433"
"N992AT","432"
"N656AE","432"
"N516DA","432"
"N2DDA1","432"
"N993DL","432"
"N712EV","432"
"N2ATAA","432"
"N729AE","431"
"N713MQ","431"
"-N385D","430"
"N12508","429"
"N18658","429"
"N27962","429"
"N981AT","429"
"N16521","429"
"N14905","429"
"N17640","429"
"N931VJ","428"
"N16520","427"
"N976CA","426"
"N735MQ","426"
"N206JB","426"
"N934FJ","425"
"-N658D","425"
"N908DL","425"
"N917SW","423"
"N330UE","419"
"N14839","418"
"N460","417"
"N494","417"
"N7459U","416"
"N24213","416"
"N715AE","416"
"N511AE","416"
"N531UA","416"
"N998CA","416"
"N708SK","416"
"N16617","416"
"N127AW","414"
"N370UA","414"
"N613NW","414"
"N332AW","414"
"N115UW","413"
"N510MJ","413"
"N664BR","413"
"N979UA","412"
"N630MQ","412"
"N9063U","412"
"n408ca","411"
"N659BR","411"
"N939DL","411"
"N3767","411"
"N863AS","410"
"N592SW","410"
"N4WEAA","409"
"N836MQ","409"
"N367NB","408"
"N382MQ","408"
"N773NC","408"
"-N533M","408"
"N346US","407"
"N424WN","407"
"N600WN","407"
"N947AT","406"
"N455YV","406"
"N976EV","406"
"N373","405"
"N983VJ","405"
"N504","405"
"N642","405"
"N399WN","405"
"N980Z","405"
"N333","405"
"N355NW","405"
"N622","405"
"N473","404"
"N19382","404"
"N735","404"
"N741AL","404"
"N326AW","404"
"N524DA","403"
"N268AT","403"
"N7253U","403"
"N845MH","403"
"N725DA","403"
"N861DA","403"
"N1734D","403"
"N435CA","403"
"N768DL","403"
"N3AVAA","403"
"N7466U","403"
"N7285U","403"
"87759E","403"
"N14907","402"
"N571ML","401"
"N922VJ","399"
"N702UW","399"
"N37363","399"
"N340","399"
"N915CA","399"
"N417DA","399"
"N744AS","399"
"N334US","399"
"N679","397"
"N382","397"
"N374CA","396"
"N468WN","395"
"N19504","395"
"N67","395"
"N14542","395"
"N33506","395"
"N913SW","394"
"N16927","393"
"N14916","393"
"N401EA","393"
"N1332U","392"
"N990Z","392"
"N325UA","391"
"N117DL","391"
"N902TW","391"
"N520DA","391"
"N379UA","391"
"N408WN","391"
"N606SW","390"
"N393SW","390"
"N646SW","389"
"N476DA","387"
"N448SW","387"
"N804AW","386"
"N527A1","386"
"N924RW","386"
"N866AS","383"
"N9343","383"
"N956N","381"
"N785N3","381"
"N776","377"
"N606","377"
"N844AS","377"
"N971EV","377"
"N901AE","376"
"N284YV","376"
"N619NW","374"
"N650","373"
"N747","373"
"N943SW","373"
"N686DA","373"
"N929SW","373"
"N462UA","372"
"NR21AA","372"
"N618AS","371"
"N746","371"
"N983AT","370"
"N300","370"
"N926CA","370"
"N910AW","370"
"N762SW","370"
"N147AW","370"
"N682AE","370"
"N632AW","370"
"N903FJ","370"
"N674AW","370"
"N803AW","370"
"N653AW","370"
"N289CT","369"
"N668","369"
"N357SW","369"
"-N383M","368"
"N383","368"
"N669BR","368"
"N785AU","367"
"N909DL","366"
"N336US","366"
"N112UW","366"
"N429US","365"
"N558AU","365"
"N704SW","365"
"N620MQ","364"
"N17329","363"
"N886AS","363"
"N740SK","363"
"N14116","362"
"N613AU","361"
"N687","361"
"N720MQ","361"
"N931LR","361"
"N772SW","359"
"N658","358"
"N410WN","358"
"N386","358"
"N991VJ","357"
"N745UW","357"
"N934DL","356"
"N752AT","356"
"N983DL","356"
"N910AT","356"
"N927CA","356"
"N511MQ","354"
"N851AE","354"
"N868AS","354"
"N622MQ","354"
"N415EA","351"
"N12530","351"
"N15948","351"
"N914FJ","351"
"N836AS","350"
"N984UA","349"
"N524UA","349"
"N307TZ","349"
"N357NB","349"
"N989AT","349"
"N340UA","349"
"N359UA","349"
"N141AW","347"
"N313AW","347"
"N671SW","345"
"N625AW","345"
"N463","342"
"N784","342"
"N238WN","342"
"N522","342"
"N484CA","342"
"N528","342"
"N872AS","342"
"N209","341"
"N629","341"
"N327AW","338"
"N303UA","337"
"N385UA","337"
"N909UA","337"
"N503","337"
"N745","337"
"N927UA","337"
"N840UA","337"
"N376UA","337"
"N960SW","337"
"N358UA","337"
"N427WN","337"
"N392UA","337"
"N933VJ","336"
"N625SW","336"
"N891US","336"
"N501UW","335"
"N955VJ","335"
"N739CA","335"
"N9019U","334"
"N2BFAA","334"
"N2AGAA","334"
"N763NC","334"
"N781NC","333"
"N922RW","332"
"N877AS","332"
"91879E","332"
"N513D1","332"
"N835AS","332"
"N780NC","332"
"N906DE","332"
"N506AU","331"
"N107US","329"
"N2DDAA","328"
"N603","328"
"N246US","328"
"N27509","328"
"N884US","328"
"-N344M","328"
"N771","325"
"N63","325"
"N624BR","325"
"N705","325"
"N787","325"
"N325","325"
"N228WN","325"
"N742","325"
"N335","325"
"N360","325"
"N774","325"
"N331UE","325"
"N363","323"
"N672BR","323"
"N262AU","322"
"N466","321"
"N103","321"
"N880AS","321"
"N91S","319"
"N93SW","319"
"N57","318"
"N911DE","318"
"N391CA","318"
"-N980D","318"
"N401TW","317"
"N833AS","317"
"N14514","317"
"N14937","316"
"N349UA","316"
"N17507","316"
"N838UA","316"
"N17513","316"
"N933UA","316"
"N425UA","316"
"N571UA","316"
"N804UA","316"
"N653MQ","316"
"N703SK","316"
"N247US","314"
"N72821","314"
"N14564","314"
"N2DEAA","313"
"N691","313"
"N604NW","312"
"N16170","310"
"N938SW","308"
"N799","308"
"N636WN","308"
"N527","308"
"N18563","307"
"N618WN","307"
"N988Z","307"
"N971Z","307"
"N416CA","307"
"N3310L","306"
"N232DZ","306"
"N831AT","306"
"N14628","305"
"N909AW","304"
"N608","304"
"N709","304"
"N373MQ","304"
"N651","303"
"N536JB","301"
"N553JB","301"
"N632AS","300"
"N237US","298"
"N541US","297"
"N64346","296"
"N328SW","296"
"N395SW","296"
"N28","296"
"N651BR","296"
"N61","296"
"N9331","296"
"N282AU","296"
"N717SA","296"
"N1798U","296"
"N276AU","296"
"N684","295"
"N16559","295"
"N563SW","292"
"N514AU","292"
"N409SW","291"
"N512DA","291"
"N462WN","290"
"N867US","290"
"N396US","290"
"N853US","289"
"N11155","288"
"N18556","288"
"N27185","288"
"N690BR","288"
"N16951","288"
"N728SW","288"
"N371","287"
"N315SW","287"
"N3312L","284"
"N14239","284"
"N668BR","284"
"N16201","284"
"N62","284"
"N697BR","284"
"N772NC","282"
"N13989","282"
"N809NY","282"
"N73380","282"
"N21130","282"
"N25134","282"
"N507AE","281"
"N401AA","281"
"N522AE","281"
"N679AE","281"
"-N278M","280"
"N715UW","280"
"N974VJ","280"
"N371US","280"
"N384US","279"
"N492CA","278"
"N16149","278"
"N510SW","276"
"N54","276"
"N814AE","273"
"N912DL","272"
"N908DE","272"
"N991cA","270"
"N138DL","270"
"N212SW","269"
"N999DN","268"
"N675AE","268"
"N740UW","267"
"N645JB","267"
"N386AE","267"
"N14930","266"
"N590JB","264"
"N9013U","264"
"N752SK","264"
"N744SK","264"
"N658CA","264"
"-N804A","263"
"N13908","261"
"N653DL","261"
"N613AS","261"
"N956AS","261"
"N922L","260"
"N927L","260"
"N660DL","259"
"N579PE","259"
"N895US","259"
"N680AW","258"
"N995UA","258"
"N54337","258"
"N4XDAA","258"
"N519","258"
"N660AW","256"
"N904AW","256"
"N189AW","256"
"N908AW","256"
"N906AW","256"
"N801AW","256"
"N901DE","256"
"85439E","256"
"N307AW","256"
"N770UW","256"
"N636AW","256"
"N683","255"
"-N283M","254"
"N259AU","254"
"N918RW","252"
"N9333","252"
"N920CA","249"
"N50","248"
"N616MQ","247"
"N420AA","247"
"N555AA","247"
"N570A1","247"
"N557AA","247"
"N688MQ","247"
"N805E1","247"
"N262AA","247"
"N13553","246"
"N671MQ","240"
"N96","239"
"N96SW","239"
"N93","239"
"N764SW","239"
"N91","239"
"N83SW","239"
"N92","239"
"N966VJ","239"
"N515AU","238"
"N629AU","238"
"N573US","238"
"N201US","238"
"N563AA","237"
"N632SW","237"
"N684JW","237"
"N641","236"
"N282WN","236"
"N634AW","236"
"N150AW","236"
"N695DA","236"
"N357","236"
"N788SA","236"
"N318","236"
"N696SW","236"
"N185AW","236"
"N402WN","236"
"N681D1","236"
"N574UA","235"
"N343NW","235"
"N297AA","235"
"N448AA","235"
"N7464U","235"
"N436AA","235"
"N793AS","234"
"N353SW","233"
"N515","233"
"N955N","232"
"N784NC","231"
"N505JB","231"
"N942N","231"
"N356NW","231"
"N342NB","231"
"N209SW","230"
"N52310","229"
"N375","229"
"N989CA","229"
"N27","229"
"N350MQ","228"
"N923L","228"
"-N180M","228"
"N369NW","228"
"N623AE","228"
"N562AU","228"
"N345MQ","228"
"N952DL","227"
"N702AE","227"
"N336AW","226"
"N325AW","226"
"N413FJ","225"
"N15659","224"
"N17620","224"
"N17309","224"
"N299SW","224"
"N16649","224"
"N13512","224"
"N578SW","224"
"N13624","224"
"N631SW","224"
"N758EV","223"
"N221WN","223"
"N399DA","223"
"N440","223"
"N802EA","223"
"N777QC","223"
"N294SW","222"
"N997UA","222"
"N9030U","222"
"N251YV","222"
"89709E","221"
"N954DL","221"
"N710CA","221"
"N278AU","221"
"N92SW","217"
"N13903","217"
"N12528","217"
"N479HA","216"
"N477HA","216"
"N17557","216"
"N985AT","215"
"N920AT","215"
"N928DL","215"
"N906DL","215"
"N919DL","215"
"N710MQ","214"
"N413DA","214"
"N937EV","214"
"N730US","214"
"N224DA","214"
"N662EH","214"
"N15926","214"
"N916DE","214"
"N242DL","214"
"N738MQ","213"
"N852AE","213"
"N426FJ","213"
"N961SW","212"
"N522AU","212"
"N447YV","212"
"N918VJ","211"
"N13936","209"
"N390AE","209"
"N912CA","205"
"N3AAA1","204"
"N324DL","203"
"N410FJ","203"
"N739AE","201"
"N923VJ","201"
"N970VJ","201"
"N417FJ","201"
"N15910","201"
"-N733M","200"
"N298SW","200"
"N16883","200"
"N586SW","200"
"N10801","200"
"N250YV","199"
"N59338","199"
"N237SW","199"
"N301YV","199"
"N355SW","197"
"N692","197"
"N494WN","197"
"N9341","197"
"N685","197"
"N832UA","197"
"N657AE","196"
"N800MQ","196"
"N75987","196"
"N982PS","195"
"N710TB","195"
"N5DWAA","193"
"N077AA","193"
"N388UA","192"
"N92874","191"
"N23657","191"
"N14307","191"
"N224D1","191"
"N560SW","191"
"N228AA","190"
"N4WGAA","190"
"N298AE","190"
"-N211M","190"
"N411SW","190"
"N671","189"
"N82","189"
"N511","189"
"N2BJAA","189"
"N95SW","189"
"N632AE","189"
"N427SW","188"
"N187SW","188"
"N993Z","187"
"N421FJ","187"
"N693CA","187"
"N948UA","187"
"N724MQ","187"
"N385US","185"
"N763US","185"
"N412DA","185"
"N757UW","185"
"N491DA","185"
"N833MQ","185"
"N481DA","185"
"N730AS","183"
"N405FJ","181"
"N390MQ","181"
"N812AE","181"
"N313DL","178"
"N601","178"
"N681BR","177"
"N525UA","177"
"N652MQ","177"
"N626BR","177"
"-N641M","177"
"N186SW","175"
"N484AA","175"
"N526AA","175"
"N652RS","175"
"N648AE","174"
"N569SW","173"
"N14920","169"
"N14940","169"
"N12552","169"
"N587US","168"
"N504AU","168"
"N14148","166"
"N929VJ","164"
"N373AE","164"
"N823AL","163"
"-N810A","163"
"N478HA","163"
"N14162","160"
"N17245","160"
"N292UX","158"
"N859MJ","157"
"N518LR","157"
"N652BR","157"
"N27173","157"
"N531AU","156"
"N432US","156"
"N391AE","155"
"N275AU","155"
"N89325","155"
"N296SW","155"
"89079E","155"
"N339MQ","155"
"N593SW","153"
"N536DA","151"
"N642AS","147"
"N643AS","147"
"N846AS","146"
"N841AS","143"
"-N234M","143"
"N862AS","143"
"N315DL","142"
"N713SK","142"
"N18835","140"
"N77261","140"
"N16894","140"
"N14325","140"
"N73278","140"
"N17344","140"
"N653AE","139"
"N983UA","137"
"N503MJ","137"
"N226SW","135"
"N853AE","134"
"91669E","134"
"N617DL","134"
"N303UE","133"
"N633MQ","130"
"N661JA","130"
"N854US","130"
"N330MQ","130"
"N980SW","130"
"N193DN","129"
"N963AS","129"
"N948L","128"
"-N440M","126"
"N235US","121"
"N361NW","120"
"N761NC","120"
"N420US","119"
"N989HA","119"
"N107UW","119"
"N284MQ","113"
"N324AE","113"
"-N324M","110"
"N292SW","110"
"N302AW","110"
"N223SW","110"
"N144AW","110"
"N655AE","109"
"N449US","109"
"N388AE","109"
"-N709M","109"
"N313AE","109"
"-N250M","109"
"N394AE","109"
"N519AU","109"
"N911UA","109"
"N253AE","109"
"-N608M","109"
"N77AMQ","105"
"N818US","105"
"N485HA","102"
"N809AL","102"
"N693BR","100"
"N481HA","100"
"N824AL","100"
"N476HA","100"
"N486HA","100"
"N162AA","100"
"-N965D","98"
"N457CA","95"
"N615AS","95"
"N979CA","95"
"N494CA","95"
"N8938E","95"
"N561SW","94"
"N320UE","94"
"N297SW","89"
"N565SW","89"
"-N374M","89"
"N392AE","89"
"-N320M","89"
"N422US","88"
"N887US","83"
"N637AS","83"
"N2811W","83"
"N239US","83"
"N860AS","79"
"N543DA","79"
"N926VJ","75"
"N827US","75"
"N386UA","72"
"N7442U","72"
"N986UA","72"
"N798CA","70"
"N809US","70"
"N945SW","67"
"N692AE","67"
"N804AL","64"
"N583SW","58"
"N959N","56"
"N229SW","49"
"N958SW","47"
"N582SW","36"
